Year,Month,Day,Crop,DistrictName,QueryType,Season,Sector,StateName,QueryText,KccAns,latitude,longitude
2009,6,3,Miscellaneous,SIRSA,9999,JAYAD,,HARYANA,CONTROL OF FRUIT DROPING IN KINNU ,SPRAY OF BAVISTIN  500 GM IN 500 LITERS OF WATER PER ACRE ,29.6063,74.9037
2009,6,4,Miscellaneous,SIRSA,9999,JAYAD,,HARYANA,THE SUBSIDY ON ROTAVATER ,I TOLD THE KISAN TO CONTECT ADOAgCONCERD IN BLOCK,29.6063,74.9037
2009,6,4,Miscellaneous,SIRSA,9999,JAYAD,,HARYANA,PROBLEM OF WOUND WORM ,CALL ESCALATED LEVEL-2,29.6063,74.9037
2009,6,4,Miscellaneous,SIRSA,9999,JAYAD,,HARYANA,THE SUBSIDY ON SPRAY PUMP,I TOLD THE KISAN THE SUBSIDY ON SPRAY PUMP IS 50 IN HARYANA STATE PLEASE CONTECT ADOAgCONCRED IN AGRICULTURE GODAM,29.6063,74.9037
2009,6,4,Miscellaneous,SIRSA,9999,JAYAD,,HARYANA,INFORMATION REGARDING TO THE WEATHER OF SIRSA ,I TOLD THE KISAN TO THE WEATHER OF SIRSA IS CLEAR FOR DAYS,29.6063,74.9037
2009,6,5,Miscellaneous,SIRSA,9999,JAYAD,,HARYANA,PROBLEM OF LOW MILK,CALL ESCALATED LEVEL-2,29.6063,74.9037
2009,6,5,Miscellaneous,SIRSA,9999,JAYAD,,HARYANA,INFORMATION REGARDING OF WEATHER ,TODAY IS NO CHANCE RAIN ,29.6063,74.9037
2009,6,5,Miscellaneous,SIRSA,9999,JAYAD,,HARYANA,INFORMATION REGARDING SUBSIDY IN UNDERGROUD PIPE LINE ,I TOLD THE KISAN SUBSIDY IN UNDERGROUND PIPE LINE :- 25  UPTO RS 30000,29.6063,74.9037
2009,6,5,Miscellaneous,SIRSA,9999,JAYAD,,HARYANA,IMPROVED VARITIES OF PADDY ,IMPROVED VARITIES OF PADDY :- PR-47 CSR-30 PUSA -1460 PUSA-6,29.6063,74.9037
2009,6,6,Miscellaneous,SIRSA,9999,JAYAD,,HARYANA,HOW TO CONTROL OF WEEDS IN PADDY CROP ,SPRAY TO SOFIT 600GM  60KG SANDACRE AFTER THREE DAYS OF SOWING SEED,29.6063,74.9037
2009,6,6,Miscellaneous,SIRSA,9999,JAYAD,,HARYANA,INFORMATION REGARDING ABOUT SEED RATE OF BASMATI PADDY ,I TOLD THE KISAN SEED RATE OF BASMATI PADDY :- 8 KG PER ACRE ,29.6063,74.9037
2009,6,7,Miscellaneous,SIRSA,9999,JAYAD,,HARYANA,INFORMATION REGARDING SUBSIDY IN UNDERGROUD PIPE LINE ,I TOLD THE KISAN SUBSIDY IN UNDERGROUND PIPE LINE :- 25  UPTO RS 30000,29.6063,74.9037
2009,6,7,Miscellaneous,SIRSA,9999,JAYAD,,HARYANA,IMPROVED VARITIES OF BASMATI PADDY ,I TOLD THE KISAN :- PUSA-1460PUSA BASMATI-1HRB-1CSR-30 ,29.6063,74.9037
2009,6,7,Miscellaneous,SIRSA,9999,JAYAD,,HARYANA,INFORMATION REGARDING ABOUT SEED RATE OF BASMATI PADDY ,I TOLD THE KISAN SEED RATE OF BASMATI PADDY :- 8 KG PER ACRE ,29.6063,74.9037
2009,6,8,Miscellaneous,SIRSA,9999,JAYAD,,HARYANA,IMPROVED VARITIES OF OKRA ,I TOLD THE KISAN IMPROVED VARITIES OF OKRA :- PUSA SAVNIVERSA UPHARHISAR UNNAT ,29.6063,74.9037
2009,6,8,Miscellaneous,SIRSA,9999,RABI,,HARYANA,INFORMATION REGARDING WEATHERING IN SIRSA ,TODAY NO CHANCES OF RAIN,29.6063,74.9037
2009,6,9,Miscellaneous,SIRSA,9999,JAYAD,,HARYANA,INFORMATION REGARDING TO IMPROVED THE VARITIES OF BASMATI PADDY CROP ,I TOLD THE KISAN TO IMPROVED THE VARITIES OF BASMATI PADDY CROP IS CSR-30PUSA BASMATI-1PUSA-1460,29.6063,74.9037
2009,6,9,Miscellaneous,SIRSA,9999,JAYAD,,HARYANA,IMPROVED VARITIES OF GUAR CROP ,I TOLD THE KISAN IMPROVED VARITIES OF GUAR CROP :- FS-277 HFG -156,29.6063,74.9037
2009,6,9,Miscellaneous,SIRSA,9999,JAYAD,,HARYANA,INFORMATION REGARDING OF WEATHER ,TODAY IS NO CHANCE RAIN ,29.6063,74.9037
2009,6,9,Miscellaneous,SIRSA,9999,JAYAD,,HARYANA,THE SOWING TIME OF SEAMUM TIL,1JULY - 7 JULY,29.6063,74.9037
2009,6,9,Miscellaneous,SIRSA,9999,JAYAD,,HARYANA,CONTROL OF ZINC DEFECIENCY IN PADDY NURSERY ,SPRAY OF ZINC SULPHATE  500 GM IN 100 LITERS OF WATER PER ACRE ,29.6063,74.9037
2009,6,10,Miscellaneous,SIRSA,9999,JAYAD,,HARYANA,PROBLEM OF DISTIVE SYESTEM ,Escalation Level 2,29.6063,74.9037
2009,6,10,Miscellaneous,SIRSA,9999,JAYAD,,HARYANA,INFORMATION REGARDING WEATHER OF SIRSA ,TODAY IN NO CHANCE OF RAIN ,29.6063,74.9037
2009,6,10,Miscellaneous,SIRSA,9999,JAYAD,,HARYANA,IMPROVED VARITIES OF GUAR ,I TOLD THE KISAN IMPROVED VARITIES OF GUAR :- FS-277 HFG-156 ,29.6063,74.9037
2009,6,10,Miscellaneous,SIRSA,9999,JAYAD,,HARYANA,INFORMATION REGARDING ABOUT WEATHER OF BHATINDA ,Wednesday Clear High: 47 Wednesday Clear High: 47 C  Wind light Wednesday Night Scattered Clouds Low: 31 C  Wind light Thursday Scattered Clouds High: 43 C  Wind SW 10 kmh  Heat Index: 42 C ,29.6063,74.9037
2009,6,10,Miscellaneous,SIRSA,9999,JAYAD,,HARYANA,THE SOWING TIME OF URD ,1-7JULY,29.6063,74.9037
2009,6,10,Miscellaneous,SIRSA,9999,JAYAD,,HARYANA,IMPROVED VARITIES OF BASMATI PADDY ,I TOLD THE KISAN IMPROVED VARITIES OF BASMATI PADDY :- PUSA-1460PUSA BASMATI-1HRB-1TARAVADI BASMATI ,29.6063,74.9037
2009,6,11,Miscellaneous,SIRSA,9999,JAYAD,,HARYANA,THE SUBSIDY ON SPRAY PUMP,I TOLD THE KISAN THE SUBSIDY ON SPRAY PUMP IS 50  IN HARYANA STATE PLEASE CONTECT ADOAGCONCERD IN AGARICULTURE GODAM ,29.6063,74.9037
2009,6,11,Miscellaneous,SIRSA,9999,JAYAD,,HARYANA,CONTROL OF GREEN APHID IN OKRA CROP ,SPRAY OF MELATHEAN  400 ML IN 300 LITERS OF WATER PER ACRE ,29.6063,74.9037
2009,6,11,Miscellaneous,SIRSA,9999,JAYAD,,HARYANA,VARITIES OF BASMATI PADDY ,I TOLD THE KISAN :- PUSA-1460CSR-30PUSA BASMATI-1HR BASMATI-1 ,29.6063,74.9037
2009,6,11,Miscellaneous,SIRSA,9999,JAYAD,,HARYANA,INFORMATION REGARDING ABOUT WEATHER OF BHATINDA ,Thursday Clear High: 46 C  Wind WNW 10 kmh  Thursday Night Clear Low: 29 C  Wind NNW 3 kmh  Friday Clear High: 45 C  Wind WSW 14 kmh ,29.6063,74.9037
2009,6,11,Miscellaneous,SIRSA,9999,JAYAD,,HARYANA,INFORMATION REGARDING ABOUT SEED RATE OF BASMATI PADDY ,I TOLD THE KISAN SEED RATE OF BASMATI PADDY :- 8 KG PER ACRE ,29.6063,74.9037
2009,6,12,Miscellaneous,SIRSA,9999,JAYAD,,HARYANA,INFORMATION REGARDING OF WEATHER,TODAY IS 30  CHANCE OF RAIN,29.6063,74.9037
2009,6,12,Miscellaneous,SIRSA,9999,JAYAD,,HARYANA,TRANSPLANTING TIME OF PADDY CROP,15 JUNE TO 31 JULY,29.6063,74.9037
2009,6,12,Miscellaneous,SIRSA,9999,JAYAD,,HARYANA,CONTROL OF STEM BORER IN JAWAR CROP ,SPRAY TO ENDOSULPHAN  400 ML IN 200 LITRE OF WATER ACRE ,29.6063,74.9037
2009,6,12,Miscellaneous,SIRSA,9999,JAYAD,,HARYANA,SOWING TIME OF PADDY CROP ,SOWING TIME OF PADDY CROP :- 15 MAY - 7 JULY ,29.6063,74.9037
2009,6,12,Miscellaneous,SIRSA,9999,JAYAD,,HARYANA,INFORMATION REGARDING ABOUT WEATHER OF HISAR ,Friday Night Scattered Clouds Low: 29 C  Wind NW 10 kmh  Heat Index: 34 C  Saturday Chance of Rain Scattered Clouds High: 42 C  Wind West 14 kmh  Chance of precipitation 20 trace amounts Heat Index: 41 C  Saturday Night Chance of Ra,29.6063,74.9037
2009,6,13,Miscellaneous,SIRSA,9999,JAYAD,,HARYANA,PROBLEM OF LOW MILK,CALL ESCALATED LEVEL -2,29.6063,74.9037
2009,6,13,Miscellaneous,SIRSA,9999,JAYAD,,HARYANA,INFORMATION REGARDING OF WEATHER,TODAY IS 30  CHANCE OF RAIN,29.6063,74.9037
2009,6,13,Miscellaneous,SIRSA,9999,JAYAD,,HARYANA,INFORMATION REGARDING SEED TREATMENT OF PADDY ,USE FOR 10 GM BAVISTIN 25 GM PAUSAMYCINE 10 LITRES OF WATER10 -12 KG SEED ADD TO 24 HOURS,29.6063,74.9037
2009,6,13,Miscellaneous,SIRSA,9999,JAYAD,,HARYANA,INFORMATION REGARDING ABOUT SEED RATE OF BASMATI PADDY ,I TOLD THE KISAN SEED RATE OF BASMATI PADDY :- 8 KG PER ACRE ,29.6063,74.9037
2009,6,13,Miscellaneous,SIRSA,9999,RABI,,HARYANA,INFORMATION REGARDING WEATHER IN HISAR ,TODAY NO CHANCE OF RAIN ,29.6063,74.9037
2009,6,13,Miscellaneous,SIRSA,9999,JAYAD,,HARYANA,INFORMATION REGARING ABOUT WEATHER OF BHATINDA ,Saturday Night Scattered Clouds Low: 30 C  Wind East 10 kmh  Sunday Scattered Clouds High: 44 C  Wind SSW 10 kmh  Sunday Night Chance of Rain Scattered Clouds Low: 32 C  Wind SE 21 kmh  Chance of precipitation 20 trace amounts Heat,29.6063,74.9037
2009,6,14,Miscellaneous,SIRSA,9999,JAYAD,,HARYANA,THE IMPROVED VARITIES OF URD,VARITIES OF URD T-9,29.6063,74.9037
2009,6,14,Miscellaneous,SIRSA,9999,JAYAD,,HARYANA,CONTROL OF FRUIT DROPING ,SPRAY NAA50 ML IN 250 LITER OF WATAER PER ACRE,29.6063,74.9037
2009,6,15,Miscellaneous,SIRSA,9999,JAYAD,,HARYANA,THE SUBSIDY ON ROTAVATER ,I TOLD THE KISAN TO CONTCET ADO CONCRED IN BLOCK,29.6063,74.9037
2009,6,15,Miscellaneous,SIRSA,9999,RABI,,HARYANA,INFORMATION REGARDING WEATHER IN HISAR ,TODAY NIGHT 20  CHANCES OF RAIN ,29.6063,74.9037
2009,6,15,Miscellaneous,SIRSA,9999,JAYAD,,HARYANA,PROBLEM OF DISITIVE SYSTEM,CALL ESCALATED LEVEL-2,29.6063,74.9037
2009,6,15,Miscellaneous,SIRSA,9999,JAYAD,,HARYANA,INFORMATION REGARDING TO IMPROVED THE VARITIES OF BASMATI PADDY CROP ,I TOLD THE KISAN TO IMPROVED THE VARITIES OF BASMATI PADDY CROP IS PUSA-1460CSR-30HARYANA BASMATI-1,29.6063,74.9037
2009,6,16,Miscellaneous,SIRSA,9999,JAYAD,,HARYANA,THE WEEDS CONTROL OF PADDY CROP ,APPLY TO BUTACHLOR 12 LITRE IN MIXED 60 KG DRY SAND AFTER 2-3 DAYS PLANTING TIME USE FOR STANDING WATER ,29.6063,74.9037
2009,6,16,Miscellaneous,SIRSA,9999,JAYAD,,HARYANA,CONTROL OF IRON IN PADDY NURSEY ,SPRAY OF FERUS SULPHATE  500 GM IN 100 LITERS OF WATER PER ACRE ,29.6063,74.9037
2009,6,16,Miscellaneous,SIRSA,9999,JAYAD,,HARYANA,INFORMATION REGARDING TO IMPROVED THE VARITIES GUAR ,TO IMPROVED THE VARITIES GUAR IS FS-277HFG-156,29.6063,74.9037
2009,6,16,Miscellaneous,SIRSA,9999,JAYAD,,HARYANA,FERTILISER DODE INPADDY CROP ,APPLY TO UREA 3 DOSE- 130 KG SSP-150 KG MPO-40 KG ZINC SULPHATE -10KG,29.6063,74.9037
2009,6,16,Miscellaneous,SIRSA,9999,JAYAD,,HARYANA,CONTROL OF FRUIT DROPING IN LIME,SPRAY NAA 50 ML IN 250 LITER OF WATER PER ACRE,29.6063,74.9037
2009,6,16,Miscellaneous,SIRSA,9999,JAYAD,,HARYANA,THE DEFICIENCY OF NITROGEN AND IRON IN PADDY CROP,APPLY TO UREA  3KG  KANAL  SPRAY FERROUS SULPHATE  5  SOLUTION AFTER 15 DAYS OF NURSERY SOWING TIME ,29.6063,74.9037
2009,6,16,Miscellaneous,SIRSA,9999,JAYAD,,HARYANA,INFORMATION REGARDING OF WEATHER ,TODAY IS NO CHANCE OF RAIN BUT 20  CHANCE OF RAIN IN TOMARROW,29.6063,74.9037
2009,6,16,Miscellaneous,SIRSA,9999,JAYAD,,HARYANA,THE WEATHER OF SIRSA ,THE WEATHER OF SIRSA IS CLEAR TODAY,29.6063,74.9037
2009,6,16,Miscellaneous,SIRSA,9999,JAYAD,,HARYANA,INFORMATION REGARDING OF WEATHER ,TODAY IS NO CHANCE OF RAIN ,29.6063,74.9037
2009,6,17,Miscellaneous,SIRSA,9999,JAYAD,,HARYANA,PROBLEM OF DISTIVE SYESTEM ,CALL ESCALATED LEVEL -2,29.6063,74.9037
2009,6,17,Miscellaneous,SIRSA,9999,JAYAD,,HARYANA,INFORMATION REGARDING OF WEATHER,TODAY IS NO CHANCE OF RAIN,29.6063,74.9037
2009,6,17,Miscellaneous,SIRSA,9999,JAYAD,,HARYANA,THE WEEDS CONTROL OF PADDY CROP ,APPLY TO BUTACHLOR 12 LITRE IN MIXED 60 KG DRY SAND AFTER 2-3 DAYS PLANTING TIME USE FOR STANDING WATER ,29.6063,74.9037
2009,6,17,Miscellaneous,SIRSA,9999,JAYAD,,HARYANA,THE PLANTING TIME OF PADDY ,AFTER 25-30 DAYS OF NURSERY SOWING TIME ,29.6063,74.9037
2009,6,18,Miscellaneous,SIRSA,9999,JAYAD,,HARYANA,THE IMPROVED VARITIES OF GROUND NUT ,MH-2 MH-4M-13 ,29.6063,74.9037
2009,6,18,Miscellaneous,SIRSA,9999,JAYAD,,HARYANA,INROMTION REGARDING ABOUT WEATHER OF HISAR AND GANGANAGAR ,I TOLD THE KISAN THAT THE WEATHER OF HISAR IS CLEAR FOR TWO DAYS ,29.6063,74.9037
2009,6,18,Miscellaneous,SIRSA,9999,JAYAD,,HARYANA,INFORMATION REGARDING OF WEATHER,TODAY IS NO CHANCE OF RAIN,29.6063,74.9037
2009,6,18,Miscellaneous,SIRSA,9999,JAYAD,,HARYANA,CONTROL OF APHID IN SORHGUM CROP,SPRAY ENDOSULFAN  250 ML IN 200 LITER OF WATER PER ACRE,29.6063,74.9037
2009,6,18,Miscellaneous,SIRSA,9999,JAYAD,,HARYANA,THE SUBSIDY ON SPRAY PUMP ,I TOLD THE KISAN TO CONTECT ADO AgCONCERD IN BLOCK,29.6063,74.9037
2009,6,18,Miscellaneous,SIRSA,9999,JAYAD,,HARYANA,INFORMTION REGARDING OF WEATHER,TODAY IS NO CHANCE OF RAIN,29.6063,74.9037
2009,6,19,Miscellaneous,SIRSA,9999,JAYAD,,HARYANA,THE IMPROVED VARITIES OF GUAR,HG-563HG-365HG-75,29.6063,74.9037
2009,6,19,Miscellaneous,SIRSA,9999,JAYAD,,HARYANA,INFORMATION REGARDING OF WEATHER ,TODAY IS NO CHANCE RAIN ,29.6063,74.9037
2009,6,19,Miscellaneous,SIRSA,9999,JAYAD,,HARYANA,THE SUBSIDY ON GIPSUM ,I TOLD THE KISAN TO CONTECT ADOAGCONCRED IN BLOCK,29.6063,74.9037
2009,6,20,Miscellaneous,SIRSA,9999,JAYAD,,HARYANA,INFORMATION REGARDING WEATHER IN HISAR ,Saturday Clear High: 42 C  Wind North 10 kmh ,29.6063,74.9037
2009,6,20,Miscellaneous,SIRSA,9999,JAYAD,,HARYANA,INFORMATION REGARDING TO THE WEATHER OF SIRSA ,TO THE WEATHER OF SIRSA IS CLEAR FOR FIVE DAYS,29.6063,74.9037
2009,6,20,Miscellaneous,SIRSA,9999,JAYAD,,HARYANA,HOW TO CONTROL OF WEEDS IN PADDY CROP ,SPRAY TO SOFIT 600GM  60KG SANDACRE AFTER THREE DAYS OF SOWING SEED,29.6063,74.9037
2009,6,20,Miscellaneous,SIRSA,9999,JAYAD,,HARYANA,INFORMATION REGARDING ABOUT WEATHER ,I TOLD HIM THAT THE WEATHER IS CLEAR ,29.6063,74.9037
2009,6,20,Miscellaneous,SIRSA,9999,JAYAD,,HARYANA,CONTROL OF FRUIT DROPING IN LIME,SPRAY NAA 50 ML IN 250 LITER OF WATER PER ACRE,29.6063,74.9037
2009,6,20,Miscellaneous,SIRSA,9999,JAYAD,,HARYANA,INFORMATION REGARDING OF WEATHER,TODAY IS NO CHANCE OF RAIN,29.6063,74.9037
2009,6,20,Miscellaneous,SIRSA,9999,JAYAD,,HARYANA,THE SUBSIDY ON ROTAVATER,I TOLD THE KISAN TO CONTECT ADOAGCONCERD IN BLOCK,29.6063,74.9037
2009,6,20,Miscellaneous,SIRSA,9999,JAYAD,,HARYANA,INFORMATION REGARDING OF WEATHER,TODAY IS NO CHANCE OF RAIN,29.6063,74.9037
2009,6,21,Miscellaneous,SIRSA,9999,JAYAD,,HARYANA,CONTROL OF WEEDS IN PADDY ,MIX 12 LITER BUTACLOR IN 60 KG SAND AND DUST IN IN THE FIELD AFTER 2 DAYS OF SOWING ,29.6063,74.9037
2009,6,21,Miscellaneous,SIRSA,9999,JAYAD,,HARYANA,THE SUBSIDY ON ROTAVATER ,I TOLD THE KISAN TO CONTCET ADO CONCRED IN BLOCK,29.6063,74.9037
2009,6,21,Miscellaneous,SIRSA,9999,JAYAD,,HARYANA,THE SUBSIDY ON SPRAY PUMP,I TOLD THE KISAN THE SUBSIDY ON SPRAY PUMP IS 50 IN HARYANA STATE BUT PLEASE CONTECT ADOAGCONCRED IN AGRICULTURE GODAM,29.6063,74.9037
2009,6,22,Miscellaneous,SIRSA,9999,JAYAD,,HARYANA,CONTROL OF WEEDS IN PADDY CROP ,MIX 12 LITER BUTACLOR IN 60 KG SAND AND DUST IT IN THE FIELD AFTER 2 DAYS OF PALNTING PER ACRE ,29.6063,74.9037
2009,6,22,Miscellaneous,SIRSA,9999,JAYAD,,HARYANA,HOW TO CONTROL DAPPING OF SEEDLING IN PADDY CROP ,SPRAY TO BAVISTIN  25 GM IN 25 LITRE OF WATER ACRE NURSERY ,29.6063,74.9037
2009,6,22,Miscellaneous,SIRSA,9999,JAYAD,,HARYANA,CONTROL OF ANTHRECNOSE AND SCAV IN COTTLE GOURD ,SPRAY OF INDOFIL M 45  200GM IN 100 LITERS OF WATER PER ACRE ,29.6063,74.9037
2009,6,22,Miscellaneous,SIRSA,9999,JAYAD,,HARYANA,INFORMATION REGARDING TO THE WEATHER OF SIRSA ,TO THE WEATHER OF SIRSA IS CLEAR,29.6063,74.9037
2009,6,22,Miscellaneous,SIRSA,9999,JAYAD,,HARYANA,INFORMATION REGARDING TO THE WEATHER OF SIRSA ,TO THE WEATHER OF SIRSA IS CLEAR,29.6063,74.9037
2009,6,22,Miscellaneous,SIRSA,9999,JAYAD,,HARYANA,INFORMATION REGARDING OF WEATHER,TODAY IS NO CHANCE OF RAIN,29.6063,74.9037
2009,6,23,Miscellaneous,SIRSA,9999,JAYAD,,HARYANA,THE SOWING TIMEOF PADDY CROP,15MAY- 30JUN,29.6063,74.9037
2009,6,23,Miscellaneous,SIRSA,9999,JAYAD,,HARYANA,INFORMATION REGARDING ABOUT WEATHER ,I TOLD HIM THAT THE WEATHER IS CLEAR FOR TWO DAYS ,29.6063,74.9037
2009,6,23,Miscellaneous,SIRSA,9999,JAYAD,,HARYANA,INFORMATION REGARDING TO THE WEATHER OF SIRSA ,TO THE WEATHER OF SIRSA IS CLEAR FOR FIVE DAYS,29.6063,74.9037
2009,6,23,Miscellaneous,SIRSA,9999,JAYAD,,HARYANA,INFORMATION REGARDING TO THE WEATHER OF SIRSA ,TO THE WEATHER OF SIRSA IS CLEAR TODAYNO CHANCE OF RAIN,29.6063,74.9037
2009,6,23,Miscellaneous,SIRSA,9999,JAYAD,,HARYANA,CONTROL OF APHID IN OKRA CROP,SPRAY MALATHION  400 ML IN 200 LITER OF WATER PER ACRE,29.6063,74.9037
2009,6,23,Miscellaneous,SIRSA,9999,JAYAD,,HARYANA,INFORMATION REGARDING TO THE WEATHER OF SIRSA ,TO THE WEATHER OF SIRSA IS CLEAR FOR FIVE DAYS,29.6063,74.9037
2009,6,24,Miscellaneous,SIRSA,9999,JAYAD,,HARYANA,HOW TO CONTROL OF FRUIT BORER IN OKRA CROP,SPRAY TO MALATHION 50EC  400ML IN 250 LITEROF WATERACRE,29.6063,74.9037
2009,6,24,Miscellaneous,SIRSA,9999,JAYAD,,HARYANA,HOW TO CONTROL OF WEEDS IN PADDY CROP,SPRAY TO STOMP 30EC  12 LITER  60KG DRAY SANDACRE AFTER 3 DAYS OF PALNTING THE PADDY NURSARY,29.6063,74.9037
2009,6,24,Miscellaneous,SIRSA,9999,JAYAD,,HARYANA,HOW TO CONTROL OF WEEDS IN PADDY CROP ,SPRAY TO STOMP 30EC  12 LITER  60KG DRAY SANDACRE AFTER 3 DAYS OF PALNTING THE PADDY NURSARY,29.6063,74.9037
2009,6,24,Miscellaneous,SIRSA,9999,JAYAD,,HARYANA,INFORMATION REGARDING TO THE WEATHER OF HISAR ,TO THE WEATHER OF HISAR IS CLEAR,29.6063,74.9037
2009,6,24,Miscellaneous,SIRSA,9999,JAYAD,,HARYANA,INFORMATION REGARDING TO THE WEATHER OF SIRSA ,TO THE WEATHER OF SIRSA IS CLEAR,29.6063,74.9037
2009,6,24,Miscellaneous,SIRSA,9999,JAYAD,,HARYANA,INFORMATION REGARDING TO THE PLANTING TIME OF BASMATI PADDY CROP ,TO THE PLANTING TIME OF BASMATI PADDY CROP IS 1 JULY - 15 JULY,29.6063,74.9037
2009,6,24,Miscellaneous,SIRSA,9999,JAYAD,,HARYANA,INFORMATION REGARDING TO THE WEATHER OF SIRSA ,TO THE WEATHER OF SIRSA IS SCATTERED CLOUDSNO CHANCE OF RAIN,29.6063,74.9037
2009,6,25,Miscellaneous,SIRSA,9999,JAYAD,,HARYANA,CONTROL OF ZINC DEFY IN PADDY NURSERY ,SPRAY OF ZINC SULPHATE  500GM IN 100 LITERS OF WATER PER ACRE ,29.6063,74.9037
2009,6,25,Miscellaneous,SIRSA,9999,JAYAD,,HARYANA,INFORMATION REGARDING ABOUT WEATHER OF HISAR ,Thursday Scattered Clouds High: 42 C  Wind WNW 18 kmh  Heat Index: 35 C  Thursday Night Clear Low: 32 C  Wind WNW 10 kmh  Heat Index: 38 C ,29.6063,74.9037
2009,6,25,Miscellaneous,SIRSA,9999,JAYAD,,HARYANA,PRBLOEM OF BLOATING,CALL ESCALATED LEVEL -2,29.6063,74.9037
2009,6,25,Miscellaneous,SIRSA,9999,JAYAD,,HARYANA,INFORMATION REGARDING TO THE WEATHER OF SIRSA ,TO THE WEATHER OF SIRSA IS CLEAR,29.6063,74.9037
2009,6,25,Miscellaneous,SIRSA,9999,JAYAD,,HARYANA,THE SUBSIDY ON SPRAY PUMP,CALL ESCALATED LEVEL-2,29.6063,74.9037
2009,6,25,Miscellaneous,SIRSA,9999,JAYAD,,HARYANA,HOW TO CONTROL OF YELLOW LEAF IN PADDY NURSERY ,SPRAY TO FERUS SULPHATE  5GM IN 0NE LITER OF WATER,29.6063,74.9037
2009,6,26,Miscellaneous,SIRSA,9999,JAYAD,,HARYANA,THE IMPROVED VARITIES OF CASTER SEED ,ARUNA HR ARAND NO -1,29.6063,74.9037
2009,6,26,Miscellaneous,SIRSA,9999,JAYAD,,HARYANA,INFORMATION REGARDING TO THE WEATHER OF HISAR ,TO THE WEATHER OF HISAR IS CLEAR,29.6063,74.9037
2009,6,26,Miscellaneous,SIRSA,9999,JAYAD,,HARYANA,CONTROL OF POWDERY MILDEW IN BITTER GOURD ,SPRAY OF SULFEX  500 GM IN 200 LITERS OF WATER PER ACRE ,29.6063,74.9037
2009,6,26,Miscellaneous,SIRSA,9999,JAYAD,,HARYANA,THE SUBSIDY ON SPRAY PUMP,CALL ESCALATED LEVEL -2,29.6063,74.9037
2009,6,26,Miscellaneous,SIRSA,9999,JAYAD,,HARYANA,INFORMATION REGARDING OF WEATHER ,TODAY IS NO CHANCE OF RAINBUT 20  CHANCE OF RAIN IN SUNDAY AND MONDAY NIGHT,29.6063,74.9037
2009,6,26,Miscellaneous,SIRSA,9999,JAYAD,,HARYANA,INFORMATION REGARDING TO THE WEATHER OF SIRSA ,I TOLD THE KISAN TO THE WEATHER OF SIRSA IS CLEAR FOR FIVE DAYS,29.6063,74.9037
2009,6,27,Miscellaneous,SIRSA,9999,JAYAD,,HARYANA,INFORMATION REGARDING WEATHER IN SIRSA ,TODAY NO CHANCE OF RAIN ,29.6063,74.9037
2009,6,27,Miscellaneous,SIRSA,9999,JAYAD,,HARYANA,PROBLEM OF HEATING,CALL ESCALATED LEVEL-2,29.6063,74.9037
2009,6,27,Miscellaneous,SIRSA,9999,JAYAD,,HARYANA,INFORMATION REGARDING TO THE WEATHER OF SIRSA ,TO THE WEATHER OF SIRSA IS CLEAR TODAY,29.6063,74.9037
2009,6,27,Miscellaneous,SIRSA,9999,JAYAD,,HARYANA,INFORMATION REGARDING IN WEATHER ,TODAY IS NO CHANCE RAIN ,29.6063,74.9037
2009,6,28,Miscellaneous,SIRSA,9999,JAYAD,,HARYANA,INFORMATION REGARING CONDITION OF WEATHER IN HISAR,TODAY IS NO CHANCE OF RAIN,29.6063,74.9037
2009,6,28,Miscellaneous,SIRSA,9999,JAYAD,,HARYANA,THE WEEDS CONTROL OF GUAR ,SPRAY TO STOMP  750 ML IN 200 LITRES OF WATER  ACRE WITHEN 24 HOURS OF SOWING ,29.6063,74.9037
2009,6,28,Miscellaneous,SIRSA,9999,JAYAD,,HARYANA,INFORMATION REGARDING WEATHER OF SIRSA,TODAY NO CHANCE IN RAIN,29.6063,74.9037
2009,6,28,Miscellaneous,SIRSA,9999,JAYAD,,HARYANA,INFORMATION REGARDING TO THE WEATHER OF SIRSA,TO THE WEATHER OF SIRSA IS CLEAR FOR FIVE DAYS,29.6063,74.9037
2009,6,28,Miscellaneous,SIRSA,9999,JAYAD,,HARYANA,INFORMATTION REGARDING LEVLER SUBSIDY ,25  UP-TO 40000,29.6063,74.9037
2009,6,28,Miscellaneous,SIRSA,9999,JAYAD,,HARYANA,INFORMATION REGARDING OF WEATHER ,TODAY IS NO CHANCE RAIN ,29.6063,74.9037
2009,6,28,Miscellaneous,SIRSA,9999,JAYAD,,HARYANA,HOW TO CONTROL OF WEEDS IN PADDY CROP ,SPRAY TO SOFIT 600GM  60KG SANDACRE AFTER THREE DAYS OF SOWING SEED,29.6063,74.9037
2009,6,29,Miscellaneous,SIRSA,9999,JAYAD,,HARYANA,THE IMPROVED VARITIES OF CASTER ,ARUNA ARUND HR NO -1,29.6063,74.9037
2009,6,29,Miscellaneous,SIRSA,9999,JAYAD,,HARYANA,INFORMATION REGARDING WEATHER IN SIRSA ,TODAY NO CHANCE OF RAIN ,29.6063,74.9037
2009,6,29,Miscellaneous,SIRSA,9999,JAYAD,,HARYANA,INFORMATION REGARDING WEATHER IN SIRSA ,TODAY WEATHER SIRSA IN CLEAR ,29.6063,74.9037
